Stream,IQScore,CareerOutcome
Science,131.7358624135103,Computer Science
Commerce,138.53186973436027,Data Science
Arts,107.80281862241631,Writing/Author
Commerce,98.15954307675116,Psychology
Arts,113.94444380941053,Writing/Author
Commerce,118.12120028994465,Engineering
Commerce,118.80630295830207,Computer Science
Arts,113.08313190425204,Psychology
Arts,105.90258499937691,Writing/Author
Commerce,122.2747337663201,Engineering
Science,103.77102572888003,Social Work
Arts,91.99180568591066,Teaching
Arts,104.53538491252509,Social Work
Science,111.08674374449583,Social Work
Commerce,132.0317586807352,Data Science
Arts,116.10650717468779,Research Scientist
Arts,110.6857449341463,Teaching
Arts,112.5786080460638,Psychology
Science,119.666499411422,Data Science
Commerce,124.6416269525038,Data Science
Commerce,110.44123612532442,Writing/Author
Commerce,111.16032771494392,Social Work
Commerce,114.25519543091536,Psychology
Commerce,102.59685287251688,Writing/Author
Arts,98.38702404082294,Teaching
Commerce,116.6533930342087,Engineering
Science,122.58382635010967,Engineering
Arts,99.84050969807724,Writing/Author
Commerce,117.86658870655573,Data Science
Commerce,97.75371152478165,Teaching
Commerce,123.04763719522104,Computer Science
Arts,125.57368043287445,Data Science
Arts,128.04665840229617,Research Scientist
Arts,106.23864045387894,Social Work
Science,120.61408245415794,Data Science
Arts,124.64233825184247,Engineering
Commerce,133.95881704161042,Research Scientist
Arts,131.13207349538408,Engineering
Commerce,118.29866445005636,Data Science
Arts,97.83201646618546,Teaching
Commerce,95.70207306395105,Social Work
Commerce,106.99707945094849,Teaching
Science,104.65247687509557,Social Work
Science,106.33638841131787,Teaching
Science,110.1894221202689,Social Work
Commerce,110.14091172860029,Writing/Author
Science,125.29804253348811,Computer Science
Commerce,116.22111011004176,Research Scientist
Science,96.9324099606683,Psychology
Arts,119.51640119876866,Data Science
Arts,122.48203462112157,Data Science
Commerce,100.59624644775253,Psychology
Commerce,117.3583305138018,Data Science
Science,114.99745108262067,Social Work
Arts,104.99198274653105,Writing/Author
Commerce,125.29745803659615,Engineering
Commerce,114.47012194915355,Writing/Author
Arts,110.95876773935994,Writing/Author
Science,102.19714035189762,Social Work
Arts,106.02395383575303,Writing/Author
Arts,126.49222738787688,Engineering
Arts,105.78376655094048,Writing/Author
Commerce,102.4448399972798,Psychology
Commerce,114.52626000967916,Social Work
Commerce,119.18296180382859,Computer Science
Science,126.55725462710856,Engineering
Commerce,128.59673741473082,Data Science
Arts,108.66003927912654,Writing/Author
Science,119.56679440136999,Engineering
Commerce,119.77390927293892,Computer Science
Commerce,138.0252020364447,Computer Science
Science,113.34984202985302,Social Work
Arts,106.0203854884922,Writing/Author
Arts,109.44329893724414,Teaching
Arts,116.01434703183668,Research Scientist
Science,103.66754608160967,Psychology
Arts,111.99519614731005,Writing/Author
Arts,114.79876091984629,Teaching
Commerce,106.65823179670377,Writing/Author
Science,116.33021447426319,Research Scientist
Science,110.96832713720092,Teaching
Science,118.17518276010775,Research Scientist
Arts,113.37224547397257,Social Work
Science,111.81503958112634,Writing/Author
Science,104.04499856679894,Psychology
Commerce,120.02214032974278,Engineering
Commerce,116.73078807828574,Engineering
Science,101.62114367551924,Writing/Author
Science,120.76724033922648,Data Science
Science,93.79383605812116,Writing/Author
Science,97.6047734348284,Writing/Author
Arts,114.93424063282477,Writing/Author
Science,109.1749994269373,Psychology
Science,104.78814502638434,Social Work
Commerce,125.01788631294941,Data Science
Science,120.73136125500031,Computer Science
Science,129.45276252576454,Computer Science
Arts,125.81972467008812,Research Scientist
Science,119.54533859504944,Research Scientist
Science,112.53656575891162,Social Work
Commerce,94.764443450237,Writing/Author
Science,114.77206648291818,Social Work
Commerce,104.00425364754557,Writing/Author
Commerce,118.04858203021776,Data Science
Science,118.59456118354285,Data Science
Science,126.09340493950378,Research Scientist
Commerce,124.30976852511705,Computer Science
Commerce,126.44379548802424,Research Scientist
Arts,118.65734788319905,Data Science
Commerce,107.59536488089451,Teaching
Commerce,109.20485404952473,Teaching
Science,122.95246762069405,Computer Science
Commerce,120.04323671913224,Data Science
Commerce,120.69874843652455,Research Scientist
Arts,95.56466253856247,Teaching
Commerce,128.2992624184122,Data Science
Science,112.80257666770464,Social Work
Science,128.5305696277134,Engineering
Arts,96.95194845447821,Teaching
Arts,106.42434284196915,Teaching
Commerce,113.5912453978799,Psychology
Science,118.58958845475361,Data Science
Commerce,108.65979954513071,Social Work
Science,109.21940949223067,Social Work
Science,108.75372652625408,Writing/Author
Arts,115.40224052581223,Data Science
Arts,113.51356111135742,Social Work
Arts,94.96234823475447,Social Work
Commerce,98.31219246831293,Writing/Author
Arts,110.10069307353486,Psychology
Commerce,114.78356897852875,Teaching
Science,111.33828400900106,Teaching
Commerce,106.56692211913592,Psychology
Arts,108.15310168205009,Teaching
Arts,100.61169403365885,Social Work
Science,105.54048527756308,Teaching
Arts,100.90346160159767,Writing/Author
Science,111.58322759565556,Teaching
Arts,100.80702868758304,Writing/Author
Arts,97.83830383276464,Social Work
Science,104.00844456125546,Psychology
Science,127.04406935029041,Research Scientist
Arts,106.89309066469318,Social Work
Science,113.59443032210822,Social Work
Science,114.04251178879043,Teaching
Science,132.71254665580037,Research Scientist
Science,112.2460046873964,Psychology
Commerce,94.1933521672687,Psychology
Commerce,123.11672085024375,Data Science
Commerce,108.27810753422652,Social Work
Science,126.86133117968689,Data Science
Commerce,125.37217075026768,Research Scientist
Science,117.1331396616769,Data Science
Science,111.30078819730795,Psychology
Commerce,107.05378298871393,Psychology
Science,120.9238511339135,Data Science
Arts,107.81392498436553,Teaching
Arts,108.87424898445562,Psychology
Commerce,112.85370560362205,Social Work
Science,121.0962473306066,Computer Science
Commerce,127.65631528277177,Data Science
Science,139.746505498666,Computer Science
Arts,119.94031478914309,Computer Science
Commerce,105.13218968855017,Social Work
Arts,105.82190434552575,Social Work
Commerce,113.38402120480187,Teaching
Commerce,117.75515946042492,Computer Science
Commerce,110.5063407474327,Social Work
Commerce,97.36131277738534,Social Work
Commerce,109.5628795477882,Social Work
Arts,108.3087592276948,Teaching
Science,108.12108710203128,Social Work
Commerce,109.49767296927088,Writing/Author
Arts,98.93396038076469,Teaching
Arts,122.30910086079722,Data Science
Commerce,122.44483743375454,Engineering
Commerce,122.17701119585875,Research Scientist
Science,120.94886869839368,Computer Science
Science,119.699184023829,Data Science
Arts,113.10394454501925,Psychology
Arts,113.09835050407843,Social Work
Commerce,122.23521163796576,Research Scientist
Commerce,118.71535283576061,Engineering
Commerce,109.65393914448252,Psychology
Science,116.59606872980788,Data Science
Arts,124.80651250482983,Research Scientist
Science,98.98791707446333,Teaching
Science,107.25583354557213,Social Work
Commerce,97.47168947150008,Social Work
Science,118.85984181603766,Engineering
Arts,125.12115103965897,Engineering
Commerce,124.6909343754503,Research Scientist
Commerce,94.26600424808939,Writing/Author
Arts,117.05088216073153,Data Science
Science,123.76676835318493,Engineering
Commerce,126.12239275523183,Computer Science
Science,123.75518421395942,Computer Science
Science,137.10853348901858,Computer Science
Commerce,112.76407511797436,Psychology
Arts,120.61595325597239,Data Science
Commerce,115.83313889945813,Research Scientist
Commerce,123.9757773821994,Research Scientist
Science,91.96836386185724,Teaching
Science,130.20363348118855,Research Scientist
Commerce,129.30463497967645,Data Science
Commerce,99.22816150028498,Psychology
Arts,140.22097626161565,Research Scientist
Arts,112.1139645035161,Teaching
Commerce,102.14557166661233,Writing/Author
Commerce,120.1047066056271,Research Scientist
Arts,121.89974885852638,Engineering
Arts,101.47017454360987,Social Work
Arts,120.27981068414942,Data Science
Commerce,113.68638293122773,Teaching
Commerce,110.80360220620885,Teaching
Commerce,103.15734961871141,Psychology
Commerce,114.95318672484682,Psychology
Commerce,114.61928209508604,Writing/Author
Arts,107.72458791178951,Teaching
Science,110.48850402217069,Psychology
Arts,102.610233518743,Psychology
Science,110.48512395904531,Psychology
Arts,124.1588551782275,Research Scientist
Science,104.64533168562224,Teaching
Arts,106.40992451556538,Psychology
Science,121.74052796790444,Research Scientist
Commerce,117.06835513360012,Data Science
Science,115.95700641329958,Research Scientist
Science,140.58332240565863,Research Scientist
Arts,97.92482859549263,Writing/Author
Arts,117.81593948110707,Data Science
Commerce,103.05259994183726,Psychology
Science,107.36927933691402,Social Work
Science,109.60575863291912,Psychology
Science,117.67698284094939,Data Science
Arts,119.73072485754209,Engineering
Arts,99.88381121698927,Social Work
Commerce,137.2771409682938,Engineering
Science,117.45964768640378,Computer Science
Commerce,111.11433842034387,Teaching
Commerce,123.89198006259538,Engineering
Commerce,107.03333741720579,Social Work
Arts,130.225401234547,Research Scientist
Science,129.84420338063273,Engineering
Science,125.21959845881292,Data Science
Arts,115.60729464297695,Research Scientist
Commerce,121.14259516128466,Research Scientist
Science,111.04769796788763,Psychology
Science,130.98188170953182,Computer Science
Commerce,125.76979519017307,Research Scientist
Science,116.96791317676168,Data Science
Science,105.6485243919121,Social Work
Science,116.56329210291699,Data Science
Arts,129.39550009421768,Research Scientist
Arts,103.53639636048904,Psychology
Arts,119.07112198030535,Engineering
Commerce,124.69863012239196,Data Science
Science,121.8958743767161,Computer Science
Science,134.2358429346102,Engineering
Commerce,118.3552250901227,Research Scientist
Commerce,131.93706443164697,Computer Science
Science,107.77304716396075,Psychology
Commerce,113.93384223456371,Teaching
Science,125.94878494484595,Data Science
Arts,111.87858246619321,Writing/Author
Science,118.64809424646793,Data Science
Arts,134.48896168742763,Data Science
Arts,110.2227545077697,Writing/Author
Arts,110.29821094104484,Writing/Author
Commerce,119.85009234928319,Data Science
Arts,116.50475053240761,Research Scientist
Arts,96.96783039036316,Psychology
Science,127.34926856539066,Computer Science
Science,119.99165665553487,Research Scientist
Science,100.87061316632673,Writing/Author
Science,126.94146616374925,Data Science
Science,102.5544434807867,Teaching
Arts,128.39930984815544,Engineering
Commerce,135.00111258950352,Computer Science
Commerce,110.74180558237822,Writing/Author
Science,104.79636474021565,Social Work
Science,130.47169317789064,Data Science
Arts,123.44397195117594,Engineering
Science,120.82511724562339,Research Scientist
Arts,123.13425854118235,Engineering
Science,124.75724472932201,Data Science
Science,107.58879398413478,Teaching
Commerce,121.4680944787928,Engineering
Science,115.46855962512468,Engineering
Arts,116.41786778687316,Research Scientist
Science,111.41249166559686,Psychology
Arts,104.46415062339119,Psychology
Science,118.07623256589682,Computer Science
Commerce,108.19060565918289,Psychology
Science,91.62394407458847,Psychology
Arts,109.51910058070227,Social Work
Arts,113.66790923523322,Teaching
Commerce,113.86147544516757,Teaching
Commerce,124.24222915765523,Computer Science
Arts,95.04461943853528,Social Work
Science,123.62773051840784,Computer Science
Science,122.8677779529257,Engineering
Arts,99.3076150060876,Social Work
Arts,125.81665947853449,Computer Science
Arts,124.2732517280635,Engineering
Arts,114.12680275483144,Social Work
Science,89.16411865282447,Social Work
Science,124.94293674982504,Engineering
Arts,119.10173603648349,Computer Science
Arts,106.11418084167343,Teaching
Science,118.48277217422925,Computer Science
Science,107.6602516433075,Writing/Author
Arts,110.15944642678649,Writing/Author
Science,134.12839189568984,Engineering
Science,118.37228122130887,Data Science
Commerce,133.699889510026,Research Scientist
Commerce,104.46493202196292,Psychology
Commerce,106.36923173374936,Writing/Author
Commerce,123.42872472324845,Engineering
Commerce,115.97391481467331,Computer Science
Science,136.86502684624202,Engineering
Science,120.87051164323039,Data Science
Science,107.78783464646823,Social Work
Science,115.43404393484037,Data Science
Commerce,113.1971011481978,Psychology
Arts,106.18541767231025,Writing/Author
Commerce,123.03709765143468,Computer Science
Arts,106.9911577189351,Teaching
Commerce,115.22503435911248,Engineering
Science,115.79218819994867,Data Science
Arts,96.26796820321096,Writing/Author
Commerce,110.73017736458517,Social Work
Science,118.11621168693551,Data Science
Arts,106.6286842741966,Psychology
Arts,113.46852507991733,Psychology
Arts,106.73218806137135,Psychology
Science,105.28505582793375,Teaching
Science,124.31603307551423,Computer Science
Commerce,124.35755995210576,Engineering
Commerce,96.26659412930334,Social Work
Arts,97.48716764868556,Writing/Author
Arts,110.3936369190536,Psychology
Commerce,101.19625110722198,Social Work
Arts,123.79011761980573,Research Scientist
Science,122.06346840017483,Computer Science
Science,117.34659824261793,Research Scientist
Commerce,132.83734959372384,Data Science
Science,101.08903359344929,Psychology
Arts,118.59721599254611,Research Scientist
Commerce,111.004473598301,Psychology
Arts,111.0096956305384,Writing/Author
Science,135.66820589264142,Research Scientist
Science,115.31965099279415,Computer Science
Science,115.99106255595933,Engineering
Commerce,133.96068881766132,Data Science
Science,103.51286418951898,Social Work
Science,130.04109355436202,Engineering
Commerce,111.29500812675538,Social Work
Commerce,110.22736637594782,Social Work
Science,116.10458359403094,Computer Science
Arts,108.99478077293483,Writing/Author
Arts,120.59281908471414,Computer Science
Commerce,104.60050656121857,Teaching
Commerce,105.0854328838071,Writing/Author
Arts,101.54976333770072,Writing/Author
Arts,118.54537145328148,Research Scientist
Science,118.8007707159451,Computer Science
Arts,107.87490080161263,Writing/Author
Science,124.04477680100796,Research Scientist
Science,131.98901786863945,Research Scientist
Commerce,113.50994129917368,Teaching
Science,104.86744264566549,Psychology
Commerce,109.77565727122229,Psychology
Commerce,124.66948182747717,Research Scientist
Arts,118.38021478990574,Engineering
Commerce,103.39193913857392,Writing/Author
Arts,112.91492253714769,Teaching
Arts,109.84659359304456,Social Work
Commerce,107.79627368492848,Teaching
Science,117.52951087777066,Research Scientist
Commerce,96.69778961830274,Writing/Author
Commerce,147.08864569751722,Data Science
Arts,103.03458874889405,Psychology
Commerce,125.84724483764523,Data Science
Science,112.26892429313314,Writing/Author
Commerce,121.7955314443517,Engineering
Science,112.95745015265054,Writing/Author
Commerce,127.13982568740039,Data Science
Arts,128.87034697163043,Research Scientist
Arts,108.33687087618733,Teaching
Commerce,107.78001012367466,Teaching
Commerce,127.13270491252236,Computer Science
Science,130.0777622516,Research Scientist
Arts,135.80187686829038,Computer Science
Science,123.56150435229895,Engineering
Commerce,128.79144629904758,Research Scientist
Arts,102.92240450261164,Writing/Author
Science,125.35888290604235,Computer Science
Arts,124.59800509449168,Data Science
Commerce,103.77555458248955,Writing/Author
Arts,116.42723482526554,Research Scientist
Science,108.27438675697613,Writing/Author
Science,124.79958455222561,Computer Science
Arts,134.59018344099974,Engineering
Arts,125.86440539915176,Computer Science
Commerce,122.81423211471363,Computer Science
Arts,105.2684129165263,Writing/Author
Commerce,103.7426549420554,Psychology
Science,98.12693486167348,Social Work
Science,104.70293578374816,Writing/Author
Arts,107.3788940858951,Psychology
Science,112.87065809536,Teaching
Commerce,132.4666110132946,Engineering
Commerce,104.04374184385802,Writing/Author
Science,114.12873637271264,Writing/Author
Science,115.9943185489383,Data Science
Commerce,124.10347851854576,Research Scientist
Arts,133.14609260237577,Research Scientist
Arts,109.75982401085795,Social Work
Commerce,106.15617687484728,Social Work
Science,118.38222596051037,Computer Science
Science,118.39555177891562,Engineering
Commerce,114.4226993865573,Teaching
Arts,102.4499332887298,Writing/Author
Science,116.16971140687865,Data Science
Arts,123.85329537438497,Engineering
Commerce,105.93064317984712,Writing/Author
Arts,100.03703013137947,Teaching
Arts,131.69088258462588,Computer Science
Commerce,102.21388901800093,Social Work
Science,117.82406362545922,Engineering
Arts,128.4420580912202,Data Science
Commerce,100.03162998121734,Social Work
Science,134.20080261043256,Engineering
Arts,107.69968515496558,Social Work
Commerce,108.8299719480996,Writing/Author
Arts,125.95325027542079,Research Scientist
Science,118.90160106396414,Data Science
Science,120.57179250029083,Engineering
Science,126.62431063833672,Data Science
Science,119.89688952648211,Data Science
Commerce,106.14684358323937,Teaching
Science,97.59092902177903,Teaching
Commerce,124.17421906826503,Research Scientist
Arts,116.93638892216536,Computer Science
Commerce,114.27910516868599,Teaching
Science,113.84166825642566,Writing/Author
Science,102.08211501533509,Teaching
Arts,127.42534666497627,Research Scientist
Science,112.82856219027472,Writing/Author
Arts,108.95971288613697,Teaching
Commerce,110.7703039716348,Social Work
Commerce,109.81866498135757,Teaching
Arts,117.10395988988552,Data Science
Science,93.75258284695218,Writing/Author
Arts,111.43371656646009,Psychology
Commerce,130.25751139878793,Engineering
Arts,99.99467609646045,Writing/Author
Science,118.18508961051396,Data Science
Science,120.8842023959566,Research Scientist
Science,107.15151025962408,Psychology
Commerce,108.7508302660049,Teaching
Science,139.21848179522448,Data Science
Science,109.67754331024861,Teaching
Commerce,110.76194354202586,Teaching
Arts,130.05295999832964,Data Science
Arts,139.25467436920172,Computer Science
Commerce,118.16999408630384,Computer Science
Science,120.47290771394344,Engineering
Science,113.07384365312039,Teaching
Arts,103.43525915116491,Writing/Author
Commerce,121.62846873872502,Computer Science
Science,115.95566457163929,Research Scientist
Science,117.21835231689742,Computer Science
Science,145.76944853460097,Engineering
Commerce,114.71106134384445,Teaching
Commerce,114.33853557057692,Teaching
Arts,123.42883878552657,Computer Science
Science,130.4361634402519,Data Science
Science,114.82991753643428,Writing/Author
Commerce,94.67864229485367,Social Work
Arts,113.59760436109725,Teaching
Science,112.0519850353548,Psychology
Science,116.92249126254255,Engineering
Arts,114.63684214219164,Psychology
Commerce,119.4930975200994,Research Scientist
Arts,125.10112452841621,Computer Science
Commerce,112.47569214759055,Teaching
Commerce,122.55323874807463,Research Scientist
Science,106.20193996043182,Social Work
Science,132.7602357829409,Computer Science
Arts,114.76986778194836,Psychology
Science,95.24425200356805,Psychology
Commerce,98.51028867735893,Writing/Author
Commerce,120.24596911948585,Engineering
Science,121.69407390692402,Engineering
Science,108.7258283675024,Writing/Author
Science,122.60476806312305,Computer Science
Arts,125.58831260248695,Computer Science
Science,117.2850083297067,Research Scientist
Arts,121.25788780146529,Computer Science
Commerce,120.6561675894022,Data Science
Arts,112.48331319158238,Social Work
Science,125.68783088251739,Computer Science
Commerce,117.58116167752618,Research Scientist
Arts,118.92946180313332,Computer Science
Commerce,123.22897241885471,Research Scientist
Science,103.08638115153583,Teaching
Commerce,121.17416237033436,Computer Science
Commerce,113.96532392971181,Writing/Author
Arts,105.88761880330186,Social Work
Arts,119.166999672082,Computer Science
Commerce,117.29042977226467,Data Science
Science,100.0210005089003,Writing/Author
Science,117.01946438948434,Data Science
Science,126.42084731534405,Research Scientist
Arts,108.73292347335438,Teaching
Commerce,114.93905692867885,Teaching
Science,108.25123994929223,Psychology
Commerce,128.71188012130685,Data Science
Commerce,124.907167934434,Data Science
Science,117.4226086972027,Research Scientist
Commerce,111.91815508103775,Social Work
Science,103.92129675925885,Psychology
Science,132.5202540477383,Engineering
Arts,114.22706016680382,Teaching
Science,111.7119879201622,Psychology
Science,117.69647836555716,Research Scientist
Commerce,117.52067126127992,Data Science
Science,103.02929514737899,Teaching
Science,106.6581189648278,Teaching
Science,100.08539650481251,Psychology
Commerce,112.13574978990258,Writing/Author
Arts,133.95148871253136,Engineering
Commerce,127.23851990114329,Computer Science
Arts,129.42997800391285,Research Scientist
Commerce,121.05945159244101,Research Scientist
Science,113.91525139942709,Teaching
Arts,113.17779518871517,Teaching
Science,133.34443394487025,Research Scientist
Commerce,121.61071750213888,Research Scientist
Commerce,120.26647945503217,Computer Science
Science,135.31471149045947,Computer Science
Science,111.51312965709204,Writing/Author
Commerce,112.25112776709247,Teaching
Science,123.48511501691806,Data Science
Science,117.53543743446949,Computer Science
Science,116.80700483161594,Engineering
Commerce,112.34820665792127,Psychology
Commerce,116.89626075129162,Engineering
Science,117.13987777672745,Research Scientist
Arts,126.51365924757583,Data Science
Science,108.51185433153567,Psychology
Commerce,114.05457732140624,Teaching
Science,114.87303427452154,Writing/Author
Science,116.9593485105302,Data Science
Arts,111.82707671929866,Social Work
Science,122.31008190495862,Computer Science
Commerce,108.91757323758729,Psychology
Science,104.94522958935731,Writing/Author
Arts,122.35135895433997,Data Science
Commerce,119.79999978734521,Data Science
Commerce,121.35946504743168,Research Scientist
Arts,109.50845142826977,Social Work
Commerce,118.66500709606454,Engineering
Science,106.50775439536581,Teaching
Arts,117.54227443404304,Computer Science
Arts,99.8528071160935,Psychology
Commerce,125.08662237602125,Data Science
Science,128.4077646216634,Research Scientist
Arts,102.23205302580156,Social Work
Commerce,121.22475641758933,Engineering
Science,95.60535256838274,Writing/Author
Commerce,114.92583101943235,Psychology
Commerce,119.6609688576966,Engineering
Commerce,99.27818662806786,Teaching
Commerce,123.02930629819687,Engineering
Commerce,125.51324838414688,Research Scientist
Commerce,127.32487916190307,Data Science
Science,102.41919455718151,Psychology
Commerce,108.49776917990381,Psychology
Commerce,107.26152436478549,Social Work
Commerce,119.20200731445013,Computer Science
Arts,117.86154859426709,Research Scientist
Arts,115.00651640791779,Data Science
Arts,115.79251134675016,Data Science
Arts,112.37413063132249,Teaching
Commerce,119.27690292713078,Data Science
Science,122.2515692289896,Engineering
Arts,124.27288515303226,Data Science
Science,107.70527803199944,Social Work
Arts,125.81666632009505,Engineering
Science,121.89330166060212,Research Scientist
Commerce,136.7632908890242,Computer Science
Commerce,133.04200410272682,Computer Science
Arts,92.38507804239836,Writing/Author
Commerce,105.08500563651046,Social Work
Science,125.68070187316926,Computer Science
Arts,117.33611321123256,Research Scientist
Arts,126.96822533082612,Computer Science
Science,102.53748721622387,Social Work
Commerce,132.73799107202427,Computer Science
Science,115.67513128286988,Research Scientist
Arts,119.09466513404541,Engineering
Commerce,119.27881685088391,Data Science
Arts,122.45700321906442,Computer Science
Science,114.63970601811153,Psychology
Arts,125.56730118989277,Computer Science
Science,100.07797136448113,Teaching
Commerce,111.83921676095386,Social Work
Science,123.99055512417839,Research Scientist
Commerce,118.2650190012729,Engineering
Arts,113.63500515008285,Social Work
Arts,127.92320141546463,Research Scientist
Commerce,97.40686853760246,Writing/Author
Arts,120.17655762879673,Data Science
Science,127.85062660844267,Data Science
Science,116.03318522133249,Engineering
Arts,123.16583015193255,Data Science
Commerce,116.48059115493258,Data Science
Arts,118.04996406431428,Computer Science
Commerce,112.69388468446196,Teaching
Science,104.76220649755143,Social Work
Arts,126.89850835640948,Engineering
Arts,115.94318634848277,Computer Science
Science,101.98337816441048,Writing/Author
Commerce,110.40358645024205,Social Work
Arts,123.5247159544135,Engineering
Arts,96.3441363787344,Psychology
Arts,120.0885444652671,Computer Science
Commerce,128.4795079874619,Research Scientist
Science,121.96695732141066,Computer Science
Science,125.16675886158039,Research Scientist
Commerce,122.03673781272374,Computer Science
Science,115.72942063671269,Research Scientist
Science,117.8228014170296,Computer Science
Commerce,110.57603816204364,Psychology
Arts,109.7777293710984,Social Work
Arts,130.13671814537884,Research Scientist
Science,100.47768252925971,Teaching
Commerce,105.91321797390448,Psychology
Arts,128.13722715736984,Research Scientist
Arts,127.30319082962703,Engineering
Science,114.03422295243715,Psychology
Commerce,125.50224832645097,Data Science
Arts,118.83295151037893,Research Scientist
Science,120.46107026578215,Research Scientist
Arts,101.74443310247003,Teaching
Science,109.56354029013576,Teaching
Science,116.64210742997928,Engineering
Commerce,108.61573692988222,Social Work
Commerce,104.21576499377831,Psychology
Arts,114.32733824179326,Writing/Author
Science,121.69249982197978,Research Scientist
Arts,121.42579330865064,Research Scientist
Arts,116.30785142522421,Engineering
Arts,105.67633044981169,Social Work
Arts,110.6030963433685,Psychology
Commerce,130.21179470543316,Engineering
Arts,120.41247801821007,Computer Science
Commerce,107.17348488648797,Writing/Author
Commerce,100.48310945886578,Psychology
Science,134.0349688383164,Data Science
Commerce,121.02040505820955,Engineering
Science,129.58851558072388,Engineering
Arts,121.92423919171817,Computer Science
Arts,121.56056506798086,Research Scientist
Science,100.75730395290637,Psychology
Commerce,100.82128053204065,Social Work
Commerce,100.0925618971,Writing/Author
Commerce,117.6987873156114,Engineering
Science,127.47013881458257,Engineering
Science,104.94552517719376,Writing/Author
Commerce,102.09895284896967,Social Work
Arts,111.50911428776527,Teaching
Commerce,116.12279392265235,Data Science
Commerce,124.00509958899978,Data Science
Arts,114.99440043183637,Teaching
Arts,93.48732947228234,Writing/Author
Arts,100.20544072370436,Social Work
Arts,103.55313167368843,Social Work
Arts,126.30745564369607,Data Science
Science,103.15489628894022,Psychology
Commerce,119.29073093908036,Research Scientist
Arts,103.26687117933243,Teaching
Science,116.52470848914861,Computer Science
Science,112.7977462701819,Social Work
Commerce,123.15894071992088,Data Science
Commerce,116.40896989593402,Computer Science
Science,120.66948293283266,Research Scientist
Commerce,118.86778337441777,Data Science
Science,139.084135194209,Research Scientist
Commerce,109.90616227981522,Writing/Author
Arts,99.75541540665495,Writing/Author
Arts,127.18240966355211,Data Science
Science,96.59298368974049,Psychology
Science,117.96784739254178,Engineering
Science,103.66686942866245,Psychology
Arts,112.45023863375788,Psychology
Commerce,107.91226772797465,Writing/Author
Arts,133.80756046110258,Research Scientist
Commerce,115.209073738411,Engineering
Arts,121.11179234696458,Data Science
Science,96.80076482605186,Teaching
Science,112.30944292039847,Social Work
Arts,135.68433249579724,Computer Science
Science,112.74618933526716,Social Work
Science,132.42624851262664,Engineering
Arts,109.74611532397321,Writing/Author
Science,115.02104287337069,Computer Science
Arts,116.91727186293181,Computer Science
Arts,105.06090132595634,Psychology
Arts,104.05357489277371,Writing/Author
Arts,121.72656524997242,Data Science
Commerce,97.86120896717708,Teaching
Arts,97.27024466527709,Teaching
Arts,119.43917368503635,Engineering
Commerce,122.53921433515782,Data Science
Commerce,115.79484887198223,Engineering
Commerce,113.2051074073972,Psychology
Commerce,106.20928472489888,Social Work
Arts,106.50994209708772,Teaching
Science,120.28838283019404,Computer Science
Commerce,110.3719983006759,Writing/Author
Arts,131.69046490809012,Computer Science
Arts,113.83195089601604,Psychology
Commerce,119.51565773755777,Computer Science
Science,117.16065547029055,Research Scientist
Commerce,106.38519816303943,Writing/Author
Science,116.51259518713125,Research Scientist
Commerce,115.33943003489853,Research Scientist
Science,110.51817644903377,Teaching
Science,117.85707714358514,Engineering
Commerce,108.64158079679882,Teaching
Arts,110.37461236632504,Social Work
Commerce,104.76069793800995,Writing/Author
Science,111.66436159333759,Social Work
Commerce,119.63721521557714,Engineering
Commerce,110.86904955172929,Social Work
Commerce,112.88872953479043,Teaching
Science,107.91024112913182,Social Work
Science,123.66191998026765,Computer Science
Commerce,94.15165687148708,Social Work
Arts,120.12931932747416,Computer Science
Science,108.1978960727556,Writing/Author
Arts,107.4406451750268,Social Work
Arts,122.82277533585292,Engineering
Science,120.19140435199415,Computer Science
Arts,109.71651131898304,Writing/Author
Commerce,118.09050323428468,Research Scientist
Science,127.10839650912285,Computer Science
Commerce,107.87080513335981,Social Work
Commerce,118.23484324518982,Engineering
Science,109.67918287867684,Psychology
Science,119.1238746701101,Engineering
Commerce,115.83876741747594,Research Scientist
Science,100.79813279227261,Writing/Author
Science,130.1527160229823,Computer Science
Arts,138.8986005504389,Computer Science
Commerce,124.21171375374476,Computer Science
Arts,109.59522976287386,Social Work
Arts,119.37122876766045,Computer Science
Commerce,115.28977424838172,Data Science
Arts,122.57984956172636,Research Scientist
Commerce,133.5672514492366,Data Science
Science,108.94463534246769,Social Work
Arts,129.14220353433703,Computer Science
Science,112.15803534413142,Teaching
Science,110.75826436137929,Psychology
Commerce,109.70497204945741,Teaching
Commerce,127.30638870466353,Engineering
Arts,111.62232399441767,Teaching
Science,113.47994224057524,Teaching
Commerce,124.3656527266413,Engineering
Arts,121.42231251952057,Engineering
Arts,118.7489131236419,Research Scientist
Arts,110.31108736055062,Psychology
Arts,127.58932039439685,Engineering
Commerce,110.19427592149309,Social Work
Arts,120.18350370519457,Computer Science
Arts,119.42918726703816,Research Scientist
Arts,108.9992313787441,Teaching
Arts,126.81166486156806,Research Scientist
Science,107.09850057386048,Social Work
Science,108.39439317724657,Writing/Author
Commerce,119.58989447249768,Data Science
Arts,107.45003254522952,Writing/Author
Arts,104.58800917524142,Psychology
Science,112.02217758704823,Psychology
Commerce,110.46684321658498,Social Work
Commerce,120.08553492055132,Computer Science
Arts,117.40298129946626,Computer Science
Science,114.77920228836042,Writing/Author
